Date : 2022-09-11 10:47:25
Directory : /Users/estai/Desktop/W/tasu_front/lib
Total : 216 files,  14923 codes, 1892 comments, 1527 blanks, all 18342 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| admin/futures/company/provider                                                                                                               |          1 |        253 |         17 |         37 |        307 |
| admin/futures/company/view                                                                                                                   |          2 |        682 |         58 |         19 |        759 |
| admin/futures/home                                                                                                                           |          4 |        154 |         49 |         25 |        228 |
| admin/futures/home/cubit                                                                                                                     |          2 |         57 |          0 |         12 |         69 |
| admin/futures/home/provider                                                                                                                  |          1 |         29 |          0 |          2 |         31 |
| admin/futures/profile                                                                                                                        |          2 |         43 |          1 |          5 |         49 |
| admin/futures/statistics                                                                                                                     |          4 |        161 |          4 |         16 |        181 |
| admin/futures/statistics/cubit                                                                                                               |          2 |         66 |          1 |         11 |         78 |
| admin/futures/user_list                                                                                                                      |          4 |        561 |         14 |         49 |        624 |
| admin/futures/user_list/model                                                                                                                |          1 |        108 |          0 |          8 |        116 |
| admin/futures/user_list/provider                                                                                                             |          1 |        247 |         12 |         36 |        295 |
| admin/futures/user_list/view                                                                                                                 |          1 |        205 |          2 |          3 |        210 |
| admin/model                                                                                                                                  |          2 |         35 |         76 |         13 |        124 |
| admin/util                                                                                                                                   |          3 |         89 |         85 |         19 |        193 |
| admin/view                                                                                                                                   |          8 |        761 |         47 |         97 |        905 |
| admin/view/screen                                                                                                                            |          2 |        115 |         23 |         14 |        152 |
| admin/view/widget                                                                                                                            |          6 |        646 |         24 |         83 |        753 |
| client                                                                                                                                       |        104 |      5,512 |        489 |        559 |      6,560 |
| client/constant                                                                                                                              |          1 |         85 |          0 |          5 |         90 |
| client/data                                                                                                                                  |          1 |      1,860 |         42 |        130 |      2,032 |
| client/futures                                                                                                                               |         86 |      2,684 |        399 |        344 |      3,427 |
| client/futures/auth                                                                                                                          |          3 |        201 |          3 |         18 |        222 |
| client/futures/auth/cubit                                                                                                                    |          2 |         90 |          2 |         12 |        104 |
| client/futures/auth/login                                                                                                                    |          1 |        111 |          1 |          6 |        118 |
| client/futures/calendar                                                                                                                      |          1 |         15 |          0 |          3 |         18 |
| client/futures/calendar/view                                                                                                                 |          1 |         15 |          0 |          3 |         18 |
| client/futures/carriers                                                                                                                      |          1 |         15 |          0 |          3 |         18 |
| client/futures/carriers/view                                                                                                                 |          1 |         15 |          0 |          3 |         18 |
| client/futures/clients                                                                                                                       |          1 |         15 |          0 |          3 |         18 |
| client/futures/clients/view                                                                                                                  |          1 |         15 |          0 |          3 |         18 |
| client/futures/documents                                                                                                                     |          1 |         15 |          0 |          3 |         18 |
| client/futures/documents/view                                                                                                                |          1 |         15 |          0 |          3 |         18 |
| client/futures/finance                                                                                                                       |          1 |         15 |          0 |          3 |         18 |
| client/futures/finance/view                                                                                                                  |          1 |         15 |          0 |          3 |         18 |
| client/futures/home                                                                                                                          |          3 |         13 |        248 |         24 |        285 |
| client/futures/home/cubit                                                                                                                    |          2 |         13 |          0 |          7 |         20 |
| client/futures/home/view                                                                                                                     |          1 |          0 |        248 |         17 |        265 |
| client/futures/orders                                                                                                                        |          1 |         15 |          0 |          3 |         18 |
| client/futures/orders/view                                                                                                                   |          1 |         15 |          0 |          3 |         18 |
| client/futures/reports                                                                                                                       |          1 |         15 |          0 |          3 |         18 |
| client/futures/reports/view                                                                                                                  |          1 |         15 |          0 |          3 |         18 |
| client/futures/request                                                                                                                       |          1 |         18 |          0 |          3 |         21 |
| client/futures/request/view                                                                                                                  |          1 |         18 |          0 |          3 |         21 |
| client/futures/settings                                                                                                                      |         70 |      2,319 |        148 |        268 |      2,735 |
| client/futures/settings/data                                                                                                                 |          1 |          0 |         24 |          5 |         29 |
| client/futures/settings/view                                                                                                                 |         67 |      2,287 |        124 |        258 |      2,669 |
| client/futures/settings/view/sub                                                                                                             |         66 |      2,216 |        124 |        253 |      2,593 |
| client/futures/settings/view/sub/futures                                                                                                     |         61 |      2,170 |        124 |        240 |      2,534 |
| client/futures/settings/view/sub/futures/classifiers                                                                                         |         45 |      1,010 |        119 |        160 |      1,289 |
| client/futures/settings/view/sub/futures/classifiers/data                                                                                    |          1 |         49 |         36 |          4 |         89 |
| client/futures/settings/view/sub/futures/classifiers/model                                                                                   |          4 |         88 |          0 |         16 |        104 |
| client/futures/settings/view/sub/futures/classifiers/view                                                                                    |         40 |        873 |         83 |        140 |      1,096 |
| client/futures/settings/view/sub/futures/classifiers/view/sub                                                                                |         39 |        682 |         83 |        124 |        889 |
| client/futures/settings/view/sub/futures/organization                                                                                        |         16 |      1,160 |          5 |         80 |      1,245 |
| client/futures/settings/view/sub/futures/organization/data                                                                                   |          1 |         15 |          0 |          6 |         21 |
| client/futures/settings/view/sub/futures/organization/model                                                                                  |          4 |        319 |          0 |         25 |        344 |
| client/futures/settings/view/sub/futures/organization/view                                                                                   |         11 |        826 |          5 |         49 |        880 |
| client/futures/settings/view/sub/futures/organization/view/dialog                                                                            |          5 |        435 |          1 |         19 |        455 |
| client/futures/settings/view/sub/futures/organization/view/dialog/widget                                                                     |          1 |         12 |          0 |          2 |         14 |
| client/futures/settings/view/sub/futures/organization/view/sub                                                                               |          5 |        313 |          4 |         24 |        341 |
| client/futures/settings/widget                                                                                                               |          2 |         32 |          0 |          5 |         37 |
| client/futures/tasks                                                                                                                         |          1 |         15 |          0 |          3 |         18 |
| client/futures/tasks/view                                                                                                                    |          1 |         15 |          0 |          3 |         18 |
| client/model                                                                                                                                 |          5 |        130 |          5 |         21 |        156 |
| client/view                                                                                                                                  |         10 |        452 |         40 |         39 |        531 |
| client/view/widget                                                                                                                           |         10 |        452 |         40 |         39 |        531 |
| datatable                                                                                                                                    |         16 |        917 |         55 |         91 |      1,063 |
| datatable/base                                                                                                                               |          1 |         27 |          3 |          2 |         32 |
| datatable/model                                                                                                                              |          3 |         23 |          0 |          7 |         30 |
| datatable/provider                                                                                                                           |          2 |        206 |         17 |         28 |        251 |
| datatable/widget                                                                                                                             |          5 |        309 |         28 |         24 |        361 |
| devtools                                                                                                                                     |          2 |         12 |          0 |          5 |         17 |
| global                                                                                                                                       |         31 |      3,043 |        292 |        319 |      3,654 |
| global/config                                                                                                                                |          4 |        405 |         25 |         29 |        459 |
| global/config/constant                                                                                                                       |          2 |         34 |         10 |          7 |         51 |
| global/config/router                                                                                                                         |          2 |        371 |         15 |         22 |        408 |
| global/data                                                                                                                                  |          5 |        201 |         56 |         43 |        300 |
| global/data/base                                                                                                                             |          1 |          4 |          0 |          1 |          5 |
| global/data/services                                                                                                                         |          1 |         11 |          0 |          2 |         13 |
| global/model                                                                                                                                 |          1 |         39 |          0 |          9 |         48 |
| global/utils                                                                                                                                 |          4 |        243 |         72 |         28 |        343 |
| global/widgets                                                                                                                               |         17 |      2,155 |        139 |        210 |      2,504 |
+----------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                     | language | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| /Users/estai/Desktop/W/tasu_front/lib/admin/admin.dart                                                                                       | Dart     |        116 |         10 |          8 |        134 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/constant/admin_constant.dart                                                                     | Dart     |          7 |          0 |          3 |         10 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/data/cache.dart                                                                                  | Dart     |         13 |          7 |          5 |         25 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/data/provider/admin_provider.dart                                                                | Dart     |         26 |          1 |          2 |         29 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/data/services/admin_repository.dart                                                              | Dart     |        322 |         24 |         19 |        365 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/admin_list.dart                                                               | Dart     |          3 |          0 |          1 |          4 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/cubit/admin_addupdate_cubit.dart                                              | Dart     |         85 |          1 |         10 |         96 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/cubit/admin_addupdate_state.dart                                              | Dart     |         43 |          1 |          4 |         48 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/cubit/adminlist_cubit.dart                                                    | Dart     |          0 |        103 |         15 |        118 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/cubit/adminlist_state.dart                                                    | Dart     |          0 |         44 |          6 |         50 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/model/admin_addupdate_model.dart                                              | Dart     |          0 |        128 |         11 |        139 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/model/admin_list_model.dart                                                   | Dart     |        127 |          0 |         12 |        139 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/model/admin_model.dart                                                        | Dart     |        162 |          1 |         12 |        175 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/model/admintype_liset_model.dart                                              | Dart     |         23 |         39 |          9 |         71 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/model/setstatus_model.dart                                                    | Dart     |         15 |          0 |          4 |         19 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/provider/admin_provider.dart                                                  | Dart     |        256 |         11 |         34 |        301 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/view/admin_addupdate_screen.dart                                              | Dart     |        221 |         26 |          8 |        255 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_list/view/admin_screen.dart                                                        | Dart     |        200 |         34 |          4 |        238 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/admin_profile/admin_profile.dart                                                         | Dart     |         12 |          0 |          3 |         15 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/auth.dart                                                                           | Dart     |          2 |          0 |          1 |          3 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/login/cubit/login_cubit.dart                                                        | Dart     |         47 |          3 |         10 |         60 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/login/cubit/login_state.dart                                                        | Dart     |         50 |          0 |          3 |         53 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/auth/login/view/login_screen.dart                                                        | Dart     |        161 |         13 |          5 |        179 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/company.dart                                                                     | Dart     |          1 |          1 |          2 |          4 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_addupdate_cubit.dart                                               | Dart     |        140 |          1 |         10 |        151 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_addupdate_state.dart                                               | Dart     |         55 |          1 |          5 |         61 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_cubit.dart                                                         | Dart     |          0 |         94 |         18 |        112 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/cubit/company_state.dart                                                         | Dart     |          0 |         56 |          6 |         62 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/compony_list_model.dart                                                    | Dart     |        168 |          8 |         10 |        186 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/model/create_update_model.dart                                                   | Dart     |        345 |         74 |         20 |        439 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/provider/company_provider.dart                                                   | Dart     |        253 |         17 |         37 |        307 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/addupdate_screen.dart                                                       | Dart     |        249 |         24 |          8 |        281 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/company/view/company_screen.dart                                                         | Dart     |        433 |         34 |         11 |        478 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/futures.dart                                                                             | Dart     |          8 |          0 |          1 |          9 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/admin_dashboard.dart                                                                | Dart     |         68 |         49 |         11 |        128 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_cubit.dart                                                              | Dart     |         29 |          0 |          7 |         36 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/cubit/admin_state.dart                                                              | Dart     |         28 |          0 |          5 |         33 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/home/provider/admin_info_provider.dart                                                   | Dart     |         29 |          0 |          2 |         31 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/profile.dart                                                                     | Dart     |          1 |          0 |          1 |          2 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/profile/profile_screen.dart                                                              | Dart     |         42 |          1 |          4 |         47 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_cubit.dart                                                   | Dart     |         38 |          1 |          7 |         46 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/cubit/statistics_state.dart                                                   | Dart     |         28 |          0 |          4 |         32 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/statistics.dart                                                               | Dart     |          2 |          0 |          1 |          3 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/statistics/statistics_screen.dart                                                        | Dart     |         93 |          3 |          4 |        100 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/model/trans_user_model.dart                                                    | Dart     |        108 |          0 |          8 |        116 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/provider/user_provider.dart                                                    | Dart     |        247 |         12 |         36 |        295 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/userlist.dart                                                                  | Dart     |          1 |          0 |          2 |          3 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/futures/user_list/view/user_list_screen.dart                                                     | Dart     |        205 |          2 |          3 |        210 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/model/admin_model.dart                                                                           | Dart     |          0 |         76 |          9 |         85 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/model/baseadmin_model.dart                                                                       | Dart     |         35 |          0 |          4 |         39 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/util/cache.dart                                                                                  | Dart     |          0 |         19 |          4 |         23 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/util/http_util_a.dart                                                                            | Dart     |         72 |         66 |          9 |        147 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/util/local_state.dart                                                                            | Dart     |         17 |          0 |          6 |         23 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/addorupdate_screen.dart                                                              | Dart     |         95 |         20 |          8 |        123 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/screen/base_stateful_widget.dart                                                            | Dart     |         20 |          3 |          6 |         29 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/adaptive_scafold_widget.dart                                                         | Dart     |        338 |         22 |         46 |        406 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/config.dart                                                                          | Dart     |          0 |          0 |          1 |          1 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/header_widget.dart                                                                   | Dart     |         64 |          1 |          5 |         70 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/headr_widget.dart                                                                    | Dart     |         45 |          1 |          3 |         49 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/widgets.dart                                                                         | Dart     |          1 |          0 |          1 |          2 |
| /Users/estai/Desktop/W/tasu_front/lib/admin/view/widget/window_type_widget.dart                                                              | Dart     |        198 |          0 |         27 |        225 |
| /Users/estai/Desktop/W/tasu_front/lib/client/client.dart                                                                                     | Dart     |        301 |          3 |         20 |        324 |
| /Users/estai/Desktop/W/tasu_front/lib/client/constant/client_constant.dart                                                                   | Dart     |         85 |          0 |          5 |         90 |
| /Users/estai/Desktop/W/tasu_front/lib/client/data/repository.dart                                                                            | Dart     |      1,860 |         42 |        130 |      2,032 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/login_cubit.dart                                                             | Dart     |         43 |          2 |          9 |         54 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/cubit/login_state.dart                                                             | Dart     |         47 |          0 |          3 |         50 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/auth/login/login_screen.dart                                                            | Dart     |        111 |          1 |          6 |        118 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/calendar/view/calendar_screen.dart                                                      | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/carriers/view/carriers_screen.dart                                                      | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/clients/view/clients_screen.dart                                                        | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/documents/view/documents_screen.dart                                                    | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/finance/view/finance_screen.dart                                                        | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/futures.dart                                                                            | Dart     |         13 |          0 |          7 |         20 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_cubit.dart                                                              | Dart     |          6 |          0 |          3 |          9 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/home/cubit/home_state.dart                                                              | Dart     |          7 |          0 |          4 |         11 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/home/view/home_screen.dart                                                              | Dart     |          0 |        248 |         17 |        265 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/orders/view/orders_screen.dart                                                          | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/reports/view/reports_screen.dart                                                        | Dart     |         15 |          0 |          3 |         18 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/request/view/request_screen.dart                                                        | Dart     |         18 |          0 |          3 |         21 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/data/settings_state.dart                                                       | Dart     |          0 |         24 |          5 |         29 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/settings_screen.dart                                                      | Dart     |         71 |          0 |          5 |         76 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/data/classifiers_provider.dart                    | Dart     |         49 |         36 |          4 |         89 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/model/activityarea_model.dart                     | Dart     |         13 |          0 |          3 |         16 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/model/cargostatus_model.dart                      | Dart     |         59 |          0 |          8 |         67 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/model/deferredpaymentterm_model.dart              | Dart     |         13 |          0 |          4 |         17 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/model/models.dart                                 | Dart     |          3 |          0 |          1 |          4 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/classifiers_screen.dart                      | Dart     |        191 |          0 |         16 |        207 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/activityarea_screen.dart                 | Dart     |         32 |          0 |          3 |         35 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/banks_screen.dart                        | Dart     |         86 |          0 |          4 |         90 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/breakingrule_screen.dart                 | Dart     |         43 |          0 |          4 |         47 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/cargostatuses_screen.dart                | Dart     |         66 |          0 |          7 |         73 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/carrierstypes_screen.dart                | Dart     |         10 |         50 |          7 |         67 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/categoriesofotherexpenses_screen.dart    | Dart     |         11 |          0 |          2 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/clienttypes_screen.dart                  | Dart     |         27 |         33 |          4 |         64 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/contactpersonsposts_screen.dart          | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/contacttypes_screen.dart                 | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/contries_screen.dart                     | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/deferredpaymentconditions_screen.dart    | Dart     |         38 |          0 |          5 |         43 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/documentstatuses_screen.dart             | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/drivinglicencecategories_screen.dart     | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/exchangerate_screen.dart                 | Dart     |         11 |          0 |          2 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/federaldistrict_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/flexformpresets_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/group_screen.dart                        | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/loadingmethod_screen.dart                | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/measurementname_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/orderstatuses_screen.dart                | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/packagings_screen.dart                   | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/paymenttypes_screen.dart                 | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/permissions_screen.dart                  | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/railwaystations_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/regions_screen.dart                      | Dart     |         11 |          0 |          2 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/requestpurposes_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/requestsource_screen.dart                | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/requeststatuses_screen.dart              | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/salesfunnelresult_screen.dart            | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/salesfunnelstatus_screen.dart            | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/sub.dart                                 | Dart     |         39 |          0 |          1 |         40 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/subcategoriesofotherexpenses_screen.dart | Dart     |         11 |          0 |          2 |         13 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/tags_screen.dart                         | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/taskstatuses_screen.dart                 | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/transporttypes_screen.dart               | Dart     |         11 |          0 |          3 |         14 |
| /Users/estai/Desktop/W/tasu_front/lib/client/futures/settings/view/sub/futures/classifiers/view/sub/tripstatuses_scrren.dart                 | Dart     |         11 |          0 |          3 |         14 |
